risk_type,latitude,longitude,integrated_score,integrated_level,summary,ground_risk_score,flood_risk_score,elevation_m,relative_depression_m,insar_displacement_abs,optical_component,surface_component,insar_component,detail
저지대 침수,35.80987852716727,126.9595527648926,78.0887030209903,매우 높음,"해당 지점 고도 8.0m, 주변 평균 대비 5.4m 낮음. 상대적으로 낮고 완만한 지형일수록 폭우 때 빗물이 모이거나 배수가 지연될 수 있습니다.",0.0,78.0887030209903,8.0,5.394002914428711,0.0,0.0,0.0,0.0,DEM 고도 분석에서 주변보다 낮고 완만한 지형으로 분류된 폭우 시 침수 우려 후보입니다.
저지대 침수,35.825468630406455,126.9595527648926,78.01650727914792,매우 높음,"해당 지점 고도 10.0m, 주변 평균 대비 5.6m 낮음. 상대적으로 낮고 완만한 지형일수록 폭우 때 빗물이 모이거나 배수가 지연될 수 있습니다.",0.0,78.01650727914792,10.0,5.624322891235352,0.0,0.0,0.0,0.0,DEM 고도 분석에서 주변보다 낮고 완만한 지형으로 분류된 폭우 시 침수 우려 후보입니다.
저지대 침수,35.918944934311824,126.98839187622067,77.97241656283296,매우 높음,"해당 지점 고도 4.0m, 주변 평균 대비 1.9m 낮음. 상대적으로 낮고 완만한 지형일수록 폭우 때 빗물이 모이거나 배수가 지연될 수 있습니다.",0.0,77.97241656283296,4.0,1.914618968963623,0.0,0.0,0.0,0.0,DEM 고도 분석에서 주변보다 낮고 완만한 지형으로 분류된 폭우 시 침수 우려 후보입니다.
저지대 침수,35.88000987703203,127.04607009887695,77.9210459736659,매우 높음,"해당 지점 고도 7.0m, 주변 평균 대비 4.3m 낮음. 상대적으로 낮고 완만한 지형일수록 폭우 때 빗물이 모이거나 배수가 지연될 수 있습니다.",0.0,77.9210459736659,7.0,4.293627738952637,0.0,0.0,0.0,0.0,DEM 고도 분석에서 주변보다 낮고 완만한 지형으로 분류된 폭우 시 침수 우려 후보입니다.
저지대 침수,35.80987852716727,126.96916580200195,77.9018167152126,매우 높음,"해당 지점 고도 12.0m, 주변 평균 대비 3.9m 낮음. 상대적으로 낮고 완만한 지형일수록 폭우 때 빗물이 모이거나 배수가 지연될 수 있습니다.",0.0,77.9018167152126,12.0,3.890878677368164,0.0,0.0,0.0,0.0,DEM 고도 분석에서 주변보다 낮고 완만한 지형으로 분류된 폭우 시 침수 우려 후보입니다.
저지대 침수,35.895586198164004,126.96916580200195,77.85650003696188,매우 높음,"해당 지점 고도 7.0m, 주변 평균 대비 2.2m 낮음. 상대적으로 낮고 완만한 지형일수록 폭우 때 빗물이 모이거나 배수가 지연될 수 있습니다.",0.0,77.85650003696188,7.0,2.2232398986816406,0.0,0.0,0.0,0.0,DEM 고도 분석에서 주변보다 낮고 완만한 지형으로 분류된 폭우 시 침수 우려 후보입니다.
저지대 침수,35.92672964727403,126.97877883911131,77.85026208727656,매우 높음,"해당 지점 고도 6.0m, 주변 평균 대비 1.9m 낮음. 상대적으로 낮고 완만한 지형일수록 폭우 때 빗물이 모이거나 배수가 지연될 수 있습니다.",0.0,77.85026208727656,6.0,1.9033737182617188,0.0,0.0,0.0,0.0,DEM 고도 분석에서 주변보다 낮고 완만한 지형으로 분류된 폭우 시 침수 우려 후보입니다.
저지대 침수,35.895586198164004,126.97877883911131,77.83377380014545,매우 높음,"해당 지점 고도 5.0m, 주변 평균 대비 1.5m 낮음. 상대적으로 낮고 완만한 지형일수록 폭우 때 빗물이 모이거나 배수가 지연될 수 있습니다.",0.0,77.83377380014545,5.0,1.5339441299438477,0.0,0.0,0.0,0.0,DEM 고도 분석에서 주변보다 낮고 완만한 지형으로 분류된 폭우 시 침수 우려 후보입니다.
저지대 침수,35.88779842058902,127.00761795043948,77.7606805559253,매우 높음,"해당 지점 고도 6.0m, 주변 평균 대비 1.5m 낮음. 상대적으로 낮고 완만한 지형일수록 폭우 때 빗물이 모이거나 배수가 지연될 수 있습니다.",0.0,77.7606805559253,6.0,1.4702205657958984,0.0,0.0,0.0,0.0,DEM 고도 분석에서 주변보다 낮고 완만한 지형으로 분류된 폭우 시 침수 우려 후보입니다.
저지대 침수,35.91115945509384,127.0268440246582,77.74823341484506,매우 높음,"해당 지점 고도 8.0m, 주변 평균 대비 0.2m 낮음. 상대적으로 낮고 완만한 지형일수록 폭우 때 빗물이 모이거나 배수가 지연될 수 있습니다.",0.0,77.74823341484506,8.0,0.2311534881591797,0.0,0.0,0.0,0.0,DEM 고도 분석에서 주변보다 낮고 완만한 지형으로 분류된 폭우 시 침수 우려 후보입니다.
저지대 침수,35.88779842058902,127.06529617309567,77.74722973446579,매우 높음,"해당 지점 고도 8.0m, 주변 평균 대비 2.0m 낮음. 상대적으로 낮고 완만한 지형일수록 폭우 때 빗물이 모이거나 배수가 지연될 수 있습니다.",0.0,77.74722973446579,8.0,1.9845895767211916,0.0,0.0,0.0,0.0,DEM 고도 분석에서 주변보다 낮고 완만한 지형으로 분류된 폭우 시 침수 우려 후보입니다.
저지대 침수,35.895586198164004,127.04607009887695,77.71691720489432,매우 높음,"해당 지점 고도 5.0m, 주변 평균 대비 2.7m 낮음. 상대적으로 낮고 완만한 지형일수록 폭우 때 빗물이 모이거나 배수가 지연될 수 있습니다.",0.0,77.71691720489432,5.0,2.7271971702575684,0.0,0.0,0.0,0.0,DEM 고도 분석에서 주변보다 낮고 완만한 지형으로 분류된 폭우 시 침수 우려 후보입니다.
저지대 침수,35.918944934311824,126.99800491333008,77.71068543417204,매우 높음,"해당 지점 고도 5.0m, 주변 평균 대비 0.9m 낮음. 상대적으로 낮고 완만한 지형일수록 폭우 때 빗물이 모이거나 배수가 지연될 수 있습니다.",0.0,77.71068543417204,5.0,0.9387755393981934,0.0,0.0,0.0,0.0,DEM 고도 분석에서 주변보다 낮고 완만한 지형으로 분류된 폭우 시 침수 우려 후보입니다.
저지대 침수,35.895586198164004,126.98839187622067,77.69689100634415,매우 높음,"해당 지점 고도 3.0m, 주변 평균 대비 3.8m 낮음. 상대적으로 낮고 완만한 지형일수록 폭우 때 빗물이 모이거나 배수가 지연될 수 있습니다.",0.0,77.69689100634415,3.0,3.809246063232422,0.0,0.0,0.0,0.0,DEM 고도 분석에서 주변보다 낮고 완만한 지형으로 분류된 폭우 시 침수 우려 후보입니다.
저지대 침수,35.85663965115517,127.01723098754884,77.67532981073268,매우 높음,"해당 지점 고도 7.0m, 주변 평균 대비 4.9m 낮음. 상대적으로 낮고 완만한 지형일수록 폭우 때 빗물이 모이거나 배수가 지연될 수 있습니다.",0.0,77.67532981073268,7.0,4.86380672454834,0.0,0.0,0.0,0.0,DEM 고도 분석에서 주변보다 낮고 완만한 지형으로 분류된 폭우 시 침수 우려 후보입니다.
지반 약화,35.750943705981896,127.1401365288936,70.0,높음,광학영상 이상 후보가 적은 산지/비도심 구간을 보완하기 위해 InSAR 변위 래스터를 격자로 샘플링한 후보입니다.,70.0,0.0,,,0.024895591661334,0.0,0.0,25.0,"광학영상만으로는 산림·그늘·식생 때문에 표면 이상이 약하게 보일 수 있어, 위성 레이더 변위값을 직접 반영했습니다."
지반 약화,35.94755740028494,126.97606551845593,66.64793763350845,높음,"광학영상 이상 점수가 높음, 밝기·경계·복원오차 기반 표면 변화 신호가 큼",66.64793763350845,0.0,,,0.0119631588459014,33.39857058521374,17.3050340077649,15.944333040529818,"타일 전체가 주변보다 밝게 반사되어 나지, 마른 토양, 콘크리트, 암반 노출 같은 표면 변화 가능성이 있습니다. 오차가 타일 전반에 퍼져 있어 넓은 면적의 표면 차이 가능성이 있습니다."
지반 약화,35.78212641964949,127.05975603707871,65.57610431560661,높음,광학영상 이상 후보가 적은 산지/비도심 구간을 보완하기 위해 InSAR 변위 래스터를 격자로 샘플링한 후보입니다.,65.57610431560661,0.0,,,0.0233738385140895,0.0,0.0,22.54228017533701,"광학영상만으로는 산림·그늘·식생 때문에 표면 이상이 약하게 보일 수 있어, 위성 레이더 변위값을 직접 반영했습니다."
지반 약화,35.93037678690171,126.98359709307675,63.55885496695954,높음,"광학영상 이상 점수가 높음, 밝기·경계·복원오차 기반 표면 변화 신호가 큼",63.55885496695954,0.0,,,0.0076486878097057,35.0,18.364789391815123,10.194065575144418,"타일 전체가 주변보다 밝게 반사되어 나지, 마른 토양, 콘크리트, 암반 노출 같은 표면 변화 가능성이 있습니다. 오차가 타일 중심부에 집중되어 국소적인 표면 변화 가능성이 큽니다."
지반 약화,35.94743755813346,126.9689736328982,58.52733352395046,주의,"광학영상 이상 점수가 높음, 밝기·경계·복원오차 기반 표면 변화 신호가 큼",58.52733352395046,0.0,,,0.0131011456251144,25.141715164402584,15.924592241778903,17.461026117768977,"타일 전체가 주변보다 밝게 반사되어 나지, 마른 토양, 콘크리트, 암반 노출 같은 표면 변화 가능성이 있습니다. 오차가 타일 전반에 퍼져 있어 넓은 면적의 표면 차이 가능성이 있습니다."
지반 약화,35.7827624002039,127.09956783823512,57.33896796253752,주의,광학영상 이상 후보가 적은 산지/비도심 구간을 보완하기 위해 InSAR 변위 래스터를 격자로 샘플링한 후보입니다.,57.33896796253752,0.0,,,0.0205403883010149,0.0,0.0,17.966093312520847,"광학영상만으로는 산림·그늘·식생 때문에 표면 이상이 약하게 보일 수 있어, 위성 레이더 변위값을 직접 반영했습니다."
지반 약화,35.912597095717416,126.95568124912528,57.28100282231852,주의,"광학영상 이상 점수가 높음, 밝기·경계·복원오차 기반 표면 변화 신호가 큼",57.28100282231852,0.0,,,0.0090661020949482,28.30220204704877,16.89562499842853,12.08317577684122,"타일 전체가 주변보다 밝게 반사되어 나지, 마른 토양, 콘크리트, 암반 노출 같은 표면 변화 가능성이 있습니다. 오차가 타일 중심부에 집중되어 국소적인 표면 변화 가능성이 큽니다."
지반 약화,35.94767682375561,126.98315744581524,56.64633087964725,주의,"광학영상 이상 점수가 높음, 밝기·경계·복원오차 기반 표면 변화 신호가 큼",56.64633087964725,0.0,,,0.011788616888225,25.335302062913936,15.599322889041025,15.711705927692291,"타일 전체가 주변보다 밝게 반사되어 나지, 마른 토양, 콘크리트, 암반 노출 같은 표면 변화 가능성이 있습니다. 오차가 타일 중심부에 집중되어 국소적인 표면 변화 가능성이 큽니다."
지반 약화,35.906950989173524,126.96291784760622,55.41032836551,주의,"광학영상 이상 점수가 높음, 밝기·경계·복원오차 기반 표면 변화 신호가 큼",55.41032836551,0.0,,,0.0091657284647226,26.861000465456385,16.333371472235317,12.215956427818307,"타일 전체가 주변보다 밝게 반사되어 나지, 마른 토양, 콘크리트, 암반 노출 같은 표면 변화 가능성이 있습니다. 오차가 타일 전반에 퍼져 있어 넓은 면적의 표면 차이 가능성이 있습니다."
